run_id,case,stratum,permutation,numeric_form,permutation_spec,permutation_seed,environment,environment_fingerprint,python_hash_seed,locale,timezone,hash,reference_hash,pass
case_a-011,case_a,row_shuffle,row_shuffle_01,False,"{""risk_order"": true}",597850609,in_process,2a0b085a7c4eb57a,2207399378,C,UTC,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,PASS
case_a-012,case_a,row_shuffle,row_shuffle_02,False,"{""obligation_order"": true}",296723216,clean_process,b7f5215335869da8,3491632063,en_US.UTF-8,Pacific/Chatham,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,PASS
case_a-013,case_a,row_shuffle,row_shuffle_03,True,"{""acs_order"": true, ""numeric_form"": true}",568623352,in_process,4f0eae8e05b9628d,1587017209,de_DE.UTF-8,America/Edmonton,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,PASS
case_a-014,case_a,row_shuffle,row_shuffle_04,False,"{""catalog_order"": true}",1767596254,clean_process,ba38bcfbaaf195f0,3635061239,tr_TR.UTF-8,Europe/Berlin,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,PASS
case_a-015,case_a,row_shuffle,row_shuffle_05,False,"{""authority_order"": true}",1761978728,in_process,fc9dab48b536882d,1438300445,ja_JP.UTF-8,Asia/Kolkata,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,PASS
case_a-016,case_a,row_shuffle,row_shuffle_06,True,"{""acs_order"": true, ""authority_order"": true, ""catalog_order"": true, ""numeric_form"": true, ""obligation_order"": true, ""risk_order"": true}",476120926,clean_process,6935448c56435a7e,1154522942,C,UTC,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,PASS
case_a-017,case_a,row_shuffle,row_shuffle_07,False,"{""acs_order"": true, ""authority_order"": true, ""catalog_order"": true, ""obligation_order"": true, ""risk_order"": true}",759136135,in_process,44bd268a765125df,2677221055,en_US.UTF-8,Pacific/Chatham,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,PASS
case_a-018,case_a,row_shuffle,row_shuffle_08,False,"{""acs_order"": true, ""authority_order"": true, ""catalog_order"": true, ""obligation_order"": true, ""risk_order"": true}",1157397359,clean_process,66976d2689222950,1423734354,de_DE.UTF-8,America/Edmonton,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,PASS
case_a-019,case_a,row_shuffle,row_shuffle_09,True,"{""acs_order"": true, ""authority_order"": true, ""catalog_order"": true, ""numeric_form"": true, ""obligation_order"": true, ""risk_order"": true}",1597741886,in_process,5635637075f9d869,63453551,tr_TR.UTF-8,Europe/Berlin,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,PASS
case_a-020,case_a,row_shuffle,row_shuffle_10,False,"{""acs_order"": true, ""authority_order"": true, ""catalog_order"": true, ""obligation_order"": true, ""risk_order"": true}",1386997563,clean_process,2478c2f318dd62c7,3715493660,ja_JP.UTF-8,Asia/Kolkata,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,PASS
case_a-021,case_a,key_shuffle,key_shuffle_01,False,"{""key_order"": ""reverse""}",1447699540,in_process,6a04a114719b09fc,665511079,C,UTC,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,PASS
case_a-022,case_a,key_shuffle,key_shuffle_02,True,"{""key_order"": ""shuffle"", ""numeric_form"": true}",131028586,clean_process,6154e49fb4c37955,823420485,en_US.UTF-8,Pacific/Chatham,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,PASS
case_a-023,case_a,key_shuffle,key_shuffle_03,False,"{""key_order"": ""rotate""}",1489596525,in_process,6d583b1f55015826,795636474,de_DE.UTF-8,America/Edmonton,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,PASS
case_a-024,case_a,key_shuffle,key_shuffle_04,True,"{""key_order"": ""shuffle"", ""numeric_form"": true}",1382318399,clean_process,a781d5948f11c4df,3088273016,tr_TR.UTF-8,Europe/Berlin,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,PASS
case_a-025,case_a,key_shuffle,key_shuffle_05,False,"{""key_order"": ""reverse""}",802555614,in_process,355b27a9ea6d3d17,3359201966,ja_JP.UTF-8,Asia/Kolkata,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,PASS
case_a-026,case_a,locale,locale_01,False,"{""risk_order"": true}",2091460600,clean_process,38940dd2f48ded03,1400042816,en_US.UTF-8,UTC,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,PASS
case_a-027,case_a,locale,locale_02,False,"{""risk_order"": true}",1845763611,in_process,121a3496864837fe,2348823001,de_DE.UTF-8,UTC,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,PASS
case_a-028,case_a,locale,locale_03,False,"{""risk_order"": true}",731453688,clean_process,ca985a109fb139ba,2883216041,tr_TR.UTF-8,UTC,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,PASS
case_a-029,case_a,timezone,timezone_01,False,"{""risk_order"": true}",713322537,in_process,36b96b0b876ddefe,1862407300,C,America/Edmonton,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,PASS
case_a-030,case_a,timezone,timezone_02,False,"{""risk_order"": true}",2004302251,clean_process,3b33cb38335f7d89,2480227519,C,Asia/Kolkata,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,PASS
case_a-031,case_a,timezone,timezone_03,False,"{""risk_order"": true}",1559802914,in_process,2f2463c70953999c,237623312,C,Pacific/Chatham,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,PASS
case_b-001,case_b,repeat,repeat_01,False,{},96029441,in_process,a7822072ff2c053e,48046374,C,UTC,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,PASS
case_b-002,case_b,repeat,repeat_02,False,{},639597101,clean_process,ea6d984de9e4c8a9,4110778351,en_US.UTF-8,Pacific/Chatham,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,PASS
case_b-003,case_b,repeat,repeat_03,False,{},13918715,in_process,f397db605b9e3dba,447026317,de_DE.UTF-8,America/Edmonton,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,PASS
case_b-004,case_b,repeat,repeat_04,False,{},1895190805,clean_process,df401f60cee46a74,4095724329,tr_TR.UTF-8,Europe/Berlin,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,PASS
case_b-005,case_b,repeat,repeat_05,False,{},2023481059,in_process,6cf799b72883f870,215321799,ja_JP.UTF-8,Asia/Kolkata,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,PASS
case_b-006,case_b,repeat,repeat_06,False,{},824110192,clean_process,440db122b48c6a6d,3082026876,C,UTC,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,PASS
case_b-007,case_b,repeat,repeat_07,False,{},1921478837,in_process,bc692860abd82600,92540749,en_US.UTF-8,Pacific/Chatham,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,PASS
case_b-008,case_b,repeat,repeat_08,False,{},381326646,clean_process,901106d36aecd80e,3845123093,de_DE.UTF-8,America/Edmonton,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,PASS
case_b-009,case_b,repeat,repeat_09,False,{},1100509109,in_process,ae3bbfab9649536d,527853120,tr_TR.UTF-8,Europe/Berlin,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,PASS
case_b-010,case_b,repeat,repeat_10,False,{},77767528,clean_process,d5da684313c7b912,1136804847,ja_JP.UTF-8,Asia/Kolkata,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,PASS
case_b-011,case_b,row_shuffle,row_shuffle_01,False,"{""risk_order"": true}",597850609,in_process,2a0b085a7c4eb57a,2207399378,C,UTC,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,PASS
case_b-012,case_b,row_shuffle,row_shuffle_02,False,"{""obligation_order"": true}",296723216,clean_process,b7f5215335869da8,3491632063,en_US.UTF-8,Pacific/Chatham,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,PASS
case_b-013,case_b,row_shuffle,row_shuffle_03,True,"{""acs_order"": true, ""numeric_form"": true}",568623352,in_process,4f0eae8e05b9628d,1587017209,de_DE.UTF-8,America/Edmonton,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,PASS
case_b-014,case_b,row_shuffle,row_shuffle_04,False,"{""catalog_order"": true}",1767596254,clean_process,ba38bcfbaaf195f0,3635061239,tr_TR.UTF-8,Europe/Berlin,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,PASS
case_b-015,case_b,row_shuffle,row_shuffle_05,False,"{""authority_order"": true}",1761978728,in_process,fc9dab48b536882d,1438300445,ja_JP.UTF-8,Asia/Kolkata,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,PASS
case_b-016,case_b,row_shuffle,row_shuffle_06,True,"{""acs_order"": true, ""authority_order"": true, ""catalog_order"": true, ""numeric_form"": true, ""obligation_order"": true, ""risk_order"": true}",476120926,clean_process,6935448c56435a7e,1154522942,C,UTC,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,PASS
case_b-017,case_b,row_shuffle,row_shuffle_07,False,"{""acs_order"": true, ""authority_order"": true, ""catalog_order"": true, ""obligation_order"": true, ""risk_order"": true}",759136135,in_process,44bd268a765125df,2677221055,en_US.UTF-8,Pacific/Chatham,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,PASS
case_b-018,case_b,row_shuffle,row_shuffle_08,False,"{""acs_order"": true, ""authority_order"": true, ""catalog_order"": true, ""obligation_order"": true, ""risk_order"": true}",1157397359,clean_process,66976d2689222950,1423734354,de_DE.UTF-8,America/Edmonton,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,PASS
case_b-019,case_b,row_shuffle,row_shuffle_09,True,"{""acs_order"": true, ""authority_order"": true, ""catalog_order"": true, ""numeric_form"": true, ""obligation_order"": true, ""risk_order"": true}",1597741886,in_process,5635637075f9d869,63453551,tr_TR.UTF-8,Europe/Berlin,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,PASS
case_b-020,case_b,row_shuffle,row_shuffle_10,False,"{""acs_order"": true, ""authority_order"": true, ""catalog_order"": true, ""obligation_order"": true, ""risk_order"": true}",1386997563,clean_process,2478c2f318dd62c7,3715493660,ja_JP.UTF-8,Asia/Kolkata,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,PASS
case_b-021,case_b,key_shuffle,key_shuffle_01,False,"{""key_order"": ""reverse""}",1447699540,in_process,6a04a114719b09fc,665511079,C,UTC,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,PASS
case_b-022,case_b,key_shuffle,key_shuffle_02,True,"{""key_order"": ""shuffle"", ""numeric_form"": true}",131028586,clean_process,6154e49fb4c37955,823420485,en_US.UTF-8,Pacific/Chatham,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,PASS
case_b-023,case_b,key_shuffle,key_shuffle_03,False,"{""key_order"": ""rotate""}",1489596525,in_process,6d583b1f55015826,795636474,de_DE.UTF-8,America/Edmonton,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,PASS
case_b-024,case_b,key_shuffle,key_shuffle_04,True,"{""key_order"": ""shuffle"", ""numeric_form"": true}",1382318399,clean_process,a781d5948f11c4df,3088273016,tr_TR.UTF-8,Europe/Berlin,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,PASS
case_b-025,case_b,key_shuffle,key_shuffle_05,False,"{""key_order"": ""reverse""}",802555614,in_process,355b27a9ea6d3d17,3359201966,ja_JP.UTF-8,Asia/Kolkata,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,PASS
case_b-026,case_b,locale,locale_01,False,"{""risk_order"": true}",2091460600,clean_process,38940dd2f48ded03,1400042816,en_US.UTF-8,UTC,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,PASS
case_b-027,case_b,locale,locale_02,False,"{""risk_order"": true}",1845763611,in_process,121a3496864837fe,2348823001,de_DE.UTF-8,UTC,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,PASS
case_b-028,case_b,locale,locale_03,False,"{""risk_order"": true}",731453688,clean_process,ca985a109fb139ba,2883216041,tr_TR.UTF-8,UTC,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,PASS
case_b-029,case_b,timezone,timezone_01,False,"{""risk_order"": true}",713322537,in_process,36b96b0b876ddefe,1862407300,C,America/Edmonton,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,PASS
case_b-030,case_b,timezone,timezone_02,False,"{""risk_order"": true}",2004302251,clean_process,3b33cb38335f7d89,2480227519,C,Asia/Kolkata,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,PASS
case_b-031,case_b,timezone,timezone_03,False,"{""risk_order"": true}",1559802914,in_process,2f2463c70953999c,237623312,C,Pacific/Chatham,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,2850155a2ee7d4c01db4748a891891bae27c48f4c9c2c7eccd30beb7d1aa33ce,PASS
