run_id,case,stratum,permutation,numeric_form,permutation_spec,permutation_seed,environment,python_hash_seed,locale,timezone,hash,reference_hash,pass
case_a-011,case_a,row_shuffle,row_shuffle_01,False,"{""risk_order"": true}",597850609,in_process,2207399378,C,UTC,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,PASS
case_a-012,case_a,row_shuffle,row_shuffle_02,False,"{""obligation_order"": true}",296723216,clean_process,3491632063,en_US.UTF-8,Pacific/Chatham,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,PASS
case_a-013,case_a,row_shuffle,row_shuffle_03,True,"{""acs_order"": true, ""numeric_form"": true}",568623352,in_process,1587017209,de_DE.UTF-8,America/Edmonton,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,PASS
case_a-014,case_a,row_shuffle,row_shuffle_04,False,"{""catalog_order"": true}",1767596254,clean_process,3635061239,tr_TR.UTF-8,Europe/Berlin,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,PASS
case_a-015,case_a,row_shuffle,row_shuffle_05,False,"{""authority_order"": true}",1761978728,in_process,1438300445,ja_JP.UTF-8,Asia/Kolkata,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,PASS
case_a-016,case_a,row_shuffle,row_shuffle_06,True,"{""acs_order"": true, ""authority_order"": true, ""catalog_order"": true, ""numeric_form"": true, ""obligation_order"": true, ""risk_order"": true}",476120926,clean_process,1154522942,C,UTC,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,PASS
case_a-017,case_a,row_shuffle,row_shuffle_07,False,"{""acs_order"": true, ""authority_order"": true, ""catalog_order"": true, ""obligation_order"": true, ""risk_order"": true}",759136135,in_process,2677221055,en_US.UTF-8,Pacific/Chatham,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,PASS
case_a-018,case_a,row_shuffle,row_shuffle_08,False,"{""acs_order"": true, ""authority_order"": true, ""catalog_order"": true, ""obligation_order"": true, ""risk_order"": true}",1157397359,clean_process,1423734354,de_DE.UTF-8,America/Edmonton,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,PASS
case_a-019,case_a,row_shuffle,row_shuffle_09,True,"{""acs_order"": true, ""authority_order"": true, ""catalog_order"": true, ""numeric_form"": true, ""obligation_order"": true, ""risk_order"": true}",1597741886,in_process,63453551,tr_TR.UTF-8,Europe/Berlin,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,PASS
case_a-020,case_a,row_shuffle,row_shuffle_10,False,"{""acs_order"": true, ""authority_order"": true, ""catalog_order"": true, ""obligation_order"": true, ""risk_order"": true}",1386997563,clean_process,3715493660,ja_JP.UTF-8,Asia/Kolkata,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,PASS
case_a-021,case_a,key_shuffle,key_shuffle_01,False,"{""key_order"": ""reverse""}",1447699540,in_process,665511079,C,UTC,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,PASS
case_a-022,case_a,key_shuffle,key_shuffle_02,True,"{""key_order"": ""shuffle"", ""numeric_form"": true}",131028586,clean_process,823420485,en_US.UTF-8,Pacific/Chatham,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,PASS
case_a-023,case_a,key_shuffle,key_shuffle_03,False,"{""key_order"": ""rotate""}",1489596525,in_process,795636474,de_DE.UTF-8,America/Edmonton,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,PASS
case_a-024,case_a,key_shuffle,key_shuffle_04,True,"{""key_order"": ""shuffle"", ""numeric_form"": true}",1382318399,clean_process,3088273016,tr_TR.UTF-8,Europe/Berlin,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,PASS
case_a-025,case_a,key_shuffle,key_shuffle_05,False,"{""key_order"": ""reverse""}",802555614,in_process,3359201966,ja_JP.UTF-8,Asia/Kolkata,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,PASS
case_a-026,case_a,locale,locale_01,False,"{""risk_order"": true}",2091460600,clean_process,1400042816,en_US.UTF-8,UTC,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,PASS
case_a-027,case_a,locale,locale_02,False,"{""risk_order"": true}",1845763611,in_process,2348823001,de_DE.UTF-8,UTC,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,PASS
case_a-028,case_a,locale,locale_03,False,"{""risk_order"": true}",731453688,clean_process,2883216041,tr_TR.UTF-8,UTC,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,PASS
case_a-029,case_a,timezone,timezone_01,False,"{""risk_order"": true}",713322537,in_process,1862407300,C,America/Edmonton,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,PASS
case_a-030,case_a,timezone,timezone_02,False,"{""risk_order"": true}",2004302251,clean_process,2480227519,C,Asia/Kolkata,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,PASS
case_a-031,case_a,timezone,timezone_03,False,"{""risk_order"": true}",1559802914,in_process,237623312,C,Pacific/Chatham,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,f5cbc3a8016159d2074005fa021bf76ca04fb7aed1408f5ec845418460a43536,PASS
case_b_v1_1-001,case_b_v1_1,repeat,repeat_01,False,{},96029441,in_process,48046374,C,UTC,0d8b602a4c8af888beb27058b7217893eff92d2f9df7f2944d35347c1031cfc1,0d8b602a4c8af888beb27058b7217893eff92d2f9df7f2944d35347c1031cfc1,PASS
case_b_v1_1-002,case_b_v1_1,repeat,repeat_02,False,{},639597101,clean_process,4110778351,en_US.UTF-8,Pacific/Chatham,0d8b602a4c8af888beb27058b7217893eff92d2f9df7f2944d35347c1031cfc1,0d8b602a4c8af888beb27058b7217893eff92d2f9df7f2944d35347c1031cfc1,PASS
case_b_v1_1-003,case_b_v1_1,repeat,repeat_03,False,{},13918715,in_process,447026317,de_DE.UTF-8,America/Edmonton,0d8b602a4c8af888beb27058b7217893eff92d2f9df7f2944d35347c1031cfc1,0d8b602a4c8af888beb27058b7217893eff92d2f9df7f2944d35347c1031cfc1,PASS
case_b_v1_1-004,case_b_v1_1,repeat,repeat_04,False,{},1895190805,clean_process,4095724329,tr_TR.UTF-8,Europe/Berlin,0d8b602a4c8af888beb27058b7217893eff92d2f9df7f2944d35347c1031cfc1,0d8b602a4c8af888beb27058b7217893eff92d2f9df7f2944d35347c1031cfc1,PASS
case_b_v1_1-005,case_b_v1_1,repeat,repeat_05,False,{},2023481059,in_process,215321799,ja_JP.UTF-8,Asia/Kolkata,0d8b602a4c8af888beb27058b7217893eff92d2f9df7f2944d35347c1031cfc1,0d8b602a4c8af888beb27058b7217893eff92d2f9df7f2944d35347c1031cfc1,PASS
case_b_v1_1-006,case_b_v1_1,repeat,repeat_06,False,{},824110192,clean_process,3082026876,C,UTC,0d8b602a4c8af888beb27058b7217893eff92d2f9df7f2944d35347c1031cfc1,0d8b602a4c8af888beb27058b7217893eff92d2f9df7f2944d35347c1031cfc1,PASS
case_b_v1_1-007,case_b_v1_1,repeat,repeat_07,False,{},1921478837,in_process,92540749,en_US.UTF-8,Pacific/Chatham,0d8b602a4c8af888beb27058b7217893eff92d2f9df7f2944d35347c1031cfc1,0d8b602a4c8af888beb27058b7217893eff92d2f9df7f2944d35347c1031cfc1,PASS
case_b_v1_1-008,case_b_v1_1,repeat,repeat_08,False,{},381326646,clean_process,3845123093,de_DE.UTF-8,America/Edmonton,0d8b602a4c8af888beb27058b7217893eff92d2f9df7f2944d35347c1031cfc1,0d8b602a4c8af888beb27058b7217893eff92d2f9df7f2944d35347c1031cfc1,PASS
case_b_v1_1-009,case_b_v1_1,repeat,repeat_09,False,{},1100509109,in_process,527853120,tr_TR.UTF-8,Europe/Berlin,0d8b602a4c8af888beb27058b7217893eff92d2f9df7f2944d35347c1031cfc1,0d8b602a4c8af888beb27058b7217893eff92d2f9df7f2944d35347c1031cfc1,PASS
case_b_v1_1-010,case_b_v1_1,repeat,repeat_10,False,{},77767528,clean_process,1136804847,ja_JP.UTF-8,Asia/Kolkata,0d8b602a4c8af888beb27058b7217893eff92d2f9df7f2944d35347c1031cfc1,0d8b602a4c8af888beb27058b7217893eff92d2f9df7f2944d35347c1031cfc1,PASS
case_b_v1_1-011,case_b_v1_1,row_shuffle,row_shuffle_01,False,"{""risk_order"": true}",597850609,in_process,2207399378,C,UTC,0d8b602a4c8af888beb27058b7217893eff92d2f9df7f2944d35347c1031cfc1,0d8b602a4c8af888beb27058b7217893eff92d2f9df7f2944d35347c1031cfc1,PASS
case_b_v1_1-012,case_b_v1_1,row_shuffle,row_shuffle_02,False,"{""obligation_order"": true}",296723216,clean_process,3491632063,en_US.UTF-8,Pacific/Chatham,0d8b602a4c8af888beb27058b7217893eff92d2f9df7f2944d35347c1031cfc1,0d8b602a4c8af888beb27058b7217893eff92d2f9df7f2944d35347c1031cfc1,PASS
case_b_v1_1-013,case_b_v1_1,row_shuffle,row_shuffle_03,True,"{""acs_order"": true, ""numeric_form"": true}",568623352,in_process,1587017209,de_DE.UTF-8,America/Edmonton,0d8b602a4c8af888beb27058b7217893eff92d2f9df7f2944d35347c1031cfc1,0d8b602a4c8af888beb27058b7217893eff92d2f9df7f2944d35347c1031cfc1,PASS
case_b_v1_1-014,case_b_v1_1,row_shuffle,row_shuffle_04,False,"{""catalog_order"": true}",1767596254,clean_process,3635061239,tr_TR.UTF-8,Europe/Berlin,0d8b602a4c8af888beb27058b7217893eff92d2f9df7f2944d35347c1031cfc1,0d8b602a4c8af888beb27058b7217893eff92d2f9df7f2944d35347c1031cfc1,PASS
case_b_v1_1-015,case_b_v1_1,row_shuffle,row_shuffle_05,False,"{""authority_order"": true}",1761978728,in_process,1438300445,ja_JP.UTF-8,Asia/Kolkata,0d8b602a4c8af888beb27058b7217893eff92d2f9df7f2944d35347c1031cfc1,0d8b602a4c8af888beb27058b7217893eff92d2f9df7f2944d35347c1031cfc1,PASS
case_b_v1_1-016,case_b_v1_1,row_shuffle,row_shuffle_06,True,"{""acs_order"": true, ""authority_order"": true, ""catalog_order"": true, ""numeric_form"": true, ""obligation_order"": true, ""risk_order"": true}",476120926,clean_process,1154522942,C,UTC,0d8b602a4c8af888beb27058b7217893eff92d2f9df7f2944d35347c1031cfc1,0d8b602a4c8af888beb27058b7217893eff92d2f9df7f2944d35347c1031cfc1,PASS
case_b_v1_1-017,case_b_v1_1,row_shuffle,row_shuffle_07,False,"{""acs_order"": true, ""authority_order"": true, ""catalog_order"": true, ""obligation_order"": true, ""risk_order"": true}",759136135,in_process,2677221055,en_US.UTF-8,Pacific/Chatham,0d8b602a4c8af888beb27058b7217893eff92d2f9df7f2944d35347c1031cfc1,0d8b602a4c8af888beb27058b7217893eff92d2f9df7f2944d35347c1031cfc1,PASS
case_b_v1_1-018,case_b_v1_1,row_shuffle,row_shuffle_08,False,"{""acs_order"": true, ""authority_order"": true, ""catalog_order"": true, ""obligation_order"": true, ""risk_order"": true}",1157397359,clean_process,1423734354,de_DE.UTF-8,America/Edmonton,0d8b602a4c8af888beb27058b7217893eff92d2f9df7f2944d35347c1031cfc1,0d8b602a4c8af888beb27058b7217893eff92d2f9df7f2944d35347c1031cfc1,PASS
case_b_v1_1-019,case_b_v1_1,row_shuffle,row_shuffle_09,True,"{""acs_order"": true, ""authority_order"": true, ""catalog_order"": true, ""numeric_form"": true, ""obligation_order"": true, ""risk_order"": true}",1597741886,in_process,63453551,tr_TR.UTF-8,Europe/Berlin,0d8b602a4c8af888beb27058b7217893eff92d2f9df7f2944d35347c1031cfc1,0d8b602a4c8af888beb27058b7217893eff92d2f9df7f2944d35347c1031cfc1,PASS
case_b_v1_1-020,case_b_v1_1,row_shuffle,row_shuffle_10,False,"{""acs_order"": true, ""authority_order"": true, ""catalog_order"": true, ""obligation_order"": true, ""risk_order"": true}",1386997563,clean_process,3715493660,ja_JP.UTF-8,Asia/Kolkata,0d8b602a4c8af888beb27058b7217893eff92d2f9df7f2944d35347c1031cfc1,0d8b602a4c8af888beb27058b7217893eff92d2f9df7f2944d35347c1031cfc1,PASS
case_b_v1_1-021,case_b_v1_1,key_shuffle,key_shuffle_01,False,"{""key_order"": ""reverse""}",1447699540,in_process,665511079,C,UTC,0d8b602a4c8af888beb27058b7217893eff92d2f9df7f2944d35347c1031cfc1,0d8b602a4c8af888beb27058b7217893eff92d2f9df7f2944d35347c1031cfc1,PASS
case_b_v1_1-022,case_b_v1_1,key_shuffle,key_shuffle_02,True,"{""key_order"": ""shuffle"", ""numeric_form"": true}",131028586,clean_process,823420485,en_US.UTF-8,Pacific/Chatham,0d8b602a4c8af888beb27058b7217893eff92d2f9df7f2944d35347c1031cfc1,0d8b602a4c8af888beb27058b7217893eff92d2f9df7f2944d35347c1031cfc1,PASS
case_b_v1_1-023,case_b_v1_1,key_shuffle,key_shuffle_03,False,"{""key_order"": ""rotate""}",1489596525,in_process,795636474,de_DE.UTF-8,America/Edmonton,0d8b602a4c8af888beb27058b7217893eff92d2f9df7f2944d35347c1031cfc1,0d8b602a4c8af888beb27058b7217893eff92d2f9df7f2944d35347c1031cfc1,PASS
case_b_v1_1-024,case_b_v1_1,key_shuffle,key_shuffle_04,True,"{""key_order"": ""shuffle"", ""numeric_form"": true}",1382318399,clean_process,3088273016,tr_TR.UTF-8,Europe/Berlin,0d8b602a4c8af888beb27058b7217893eff92d2f9df7f2944d35347c1031cfc1,0d8b602a4c8af888beb27058b7217893eff92d2f9df7f2944d35347c1031cfc1,PASS
case_b_v1_1-025,case_b_v1_1,key_shuffle,key_shuffle_05,False,"{""key_order"": ""reverse""}",802555614,in_process,3359201966,ja_JP.UTF-8,Asia/Kolkata,0d8b602a4c8af888beb27058b7217893eff92d2f9df7f2944d35347c1031cfc1,0d8b602a4c8af888beb27058b7217893eff92d2f9df7f2944d35347c1031cfc1,PASS
case_b_v1_1-026,case_b_v1_1,locale,locale_01,False,"{""risk_order"": true}",2091460600,clean_process,1400042816,en_US.UTF-8,UTC,0d8b602a4c8af888beb27058b7217893eff92d2f9df7f2944d35347c1031cfc1,0d8b602a4c8af888beb27058b7217893eff92d2f9df7f2944d35347c1031cfc1,PASS
case_b_v1_1-027,case_b_v1_1,locale,locale_02,False,"{""risk_order"": true}",1845763611,in_process,2348823001,de_DE.UTF-8,UTC,0d8b602a4c8af888beb27058b7217893eff92d2f9df7f2944d35347c1031cfc1,0d8b602a4c8af888beb27058b7217893eff92d2f9df7f2944d35347c1031cfc1,PASS
case_b_v1_1-028,case_b_v1_1,locale,locale_03,False,"{""risk_order"": true}",731453688,clean_process,2883216041,tr_TR.UTF-8,UTC,0d8b602a4c8af888beb27058b7217893eff92d2f9df7f2944d35347c1031cfc1,0d8b602a4c8af888beb27058b7217893eff92d2f9df7f2944d35347c1031cfc1,PASS
case_b_v1_1-029,case_b_v1_1,timezone,timezone_01,False,"{""risk_order"": true}",713322537,in_process,1862407300,C,America/Edmonton,0d8b602a4c8af888beb27058b7217893eff92d2f9df7f2944d35347c1031cfc1,0d8b602a4c8af888beb27058b7217893eff92d2f9df7f2944d35347c1031cfc1,PASS
case_b_v1_1-030,case_b_v1_1,timezone,timezone_02,False,"{""risk_order"": true}",2004302251,clean_process,2480227519,C,Asia/Kolkata,0d8b602a4c8af888beb27058b7217893eff92d2f9df7f2944d35347c1031cfc1,0d8b602a4c8af888beb27058b7217893eff92d2f9df7f2944d35347c1031cfc1,PASS
case_b_v1_1-031,case_b_v1_1,timezone,timezone_03,False,"{""risk_order"": true}",1559802914,in_process,237623312,C,Pacific/Chatham,0d8b602a4c8af888beb27058b7217893eff92d2f9df7f2944d35347c1031cfc1,0d8b602a4c8af888beb27058b7217893eff92d2f9df7f2944d35347c1031cfc1,PASS
